,5_angelo,ERCZO ID_angelo,Original Sample Vial Label_angelo,Date Collected,Time Collected_angelo,Site_angelo,Location_angelo,Sample Type_angelo,Sample Type II_angelo,Tree Tag_angelo,Tree tag_angelo,Tree tag 2_angelo,Jasper's tree label_angelo,More text info 1_angelo,More text info 2_angelo,needs attention_angelo,Species (common)_angelo,Species (scientific)_angelo,Well water level (m)_angelo,Depth (m)_angelo,Depth (cm)_angelo,Depth (ft)_angelo,Gravimetric moisture content (g/g)_angelo,Collected by_angelo,Notes_angelo,Exclude?_angelo,dD Instrument_angelo,dO Instrument_angelo,HD run ID_angelo,dD_angelo,GB run ID_angelo,dO_angelo,Sample Vial Location_angelo,VMS Sleeve_angelo,VMS Port_angelo,Adjacent well groundwater depth at time of sampling (m)_angelo,Energetic State_angelo,Date collection started_angelo,Time collection started_angelo,"(obsolete, miscalculated) Gravimetric moisture content (g/g)_angelo","(obsolete, miscalculated) Gravimetric moisture content (g/g).1_angelo",FLAG_angelo,datetime_angelo,5_conger,ERCZO ID_conger,Original Sample Vial Label_conger,Time Collected_conger,Site_conger,Location_conger,Sample Type_conger,Sample Type II_conger,Tree Tag_conger,Tree tag_conger,Tree tag 2_conger,Jasper's tree label_conger,More text info 1_conger,More text info 2_conger,needs attention_conger,Species (common)_conger,Species (scientific)_conger,Well water level (m)_conger,Depth (m)_conger,Depth (cm)_conger,Depth (ft)_conger,Gravimetric moisture content (g/g)_conger,Collected by_conger,Notes_conger,Exclude?_conger,dD Instrument_conger,dO Instrument_conger,HD run ID_conger,dD_conger,GB run ID_conger,dO_conger,Sample Vial Location_conger,VMS Sleeve_conger,VMS Port_conger,Adjacent well groundwater depth at time of sampling (m)_conger,Energetic State_conger,Date collection started_conger,Time collection started_conger,"(obsolete, miscalculated) Gravimetric moisture content (g/g)_conger","(obsolete, miscalculated) Gravimetric moisture content (g/g).1_conger",FLAG_conger,datetime_conger,average_time_delta,average_datetime,average_dD,average_dO,cumRain,cumWYRain,cumSept_1_WYRain,waterYear,Sept_1_waterYear,previousRain,runningWeightedAvg_dD,runningWeightedAvg_dO
136,3139.0,3140,A 20181210 A397-1 1030,12/10/18,10:30,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,,,HD550,-37.4,GB720,-6.79,"Box 14, Bag 158",,,,,,,,,0.0,2018-12-10 10:30:00,3117.0,3118,C 20181210 C397-1 1040,10:40,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,,,HD550,-34.3,GB720,-6.36,"Box 13, Bag 157",,,,,,,,,0.0,2018-12-10 10:40:00,-1 days +23:55:00,2018-12-10 10:25:00,-35.849999999999994,-6.575,18952.802399997803,53.924200000000006,59.79160000000001,2019.0,2019.0,2.793999999994412,-45.52890625000298,-7.1063085937502235
134,3133.0,3134,A 20181215 A398-2 0920,12/15/18,9:20,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,,,HD550,-36.0,GB720,-6.19,"Box 14, Bag 158",,,,,,,,,0.0,2018-12-15 09:20:00,3131.0,3132,C 20181215 C398-1 0930,9:30,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,,,HD550,-31.2,GB720,-5.74,"Box 13, Bag 157",,,,,,,,,0.0,2018-12-15 09:30:00,-1 days +23:55:00,2018-12-15 09:15:00,-33.6,-5.965,18956.155199997796,57.27700000000001,63.144400000000005,2019.0,2019.0,3.3527999999932945,-44.99477611940596,-7.055205223880823
117,3105.0,3106,A 20181219 A399-2 0920,12/19/18,9:20,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,,,HD550,-29.6,GB720,-5.6,"Box 13, Bag 156",,,,,,,,,0.0,2018-12-19 09:20:00,3137.0,3138,C 20181219 C399-1 0930,9:30,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,,,HD550,-34.4,GB720,-6.5,"Box 14, Bag 158",,,,,,,,,0.0,2018-12-19 09:30:00,-1 days +23:55:00,2018-12-19 09:15:00,-32.0,-6.05,18957.552199997794,58.67400000000001,64.54140000000001,2019.0,2019.0,1.396999999997206,-44.756776556779535,-7.036794871795099
130,3125.0,3126,A 20181221 A400-1 0930,12/21/18,9:30,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,,,HD550,-41.8,GB720,-6.94,"Box 13, Bag 157",,,,,,,,,0.0,2018-12-21 09:30:00,3095.0,3096,"C 20181221 C400-1,2 0940",9:40,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,,,HD550,-40.7,GB720,-6.75,"Box 13, Bag 156",,,,,,,,,0.0,2018-12-21 09:40:00,-1 days +23:55:00,2018-12-21 09:25:00,-41.25,-6.845000000000001,18958.390399997792,59.51220000000001,65.37960000000001,2019.0,2019.0,0.8381999999983236,-44.71865942029281,-7.034710144927761
125,3116.0,3117,A 20181227 A401-2 1120,12/27/18,11:20,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,,,HD550,-33.1,GB720,-5.62,"Box 13, Bag 157",,,,,,,,,0.0,2018-12-27 11:20:00,3121.0,3122,C 20181227 C401-1 1130,11:30,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,,,HD550,-29.5,GB720,-5.17,"Box 13, Bag 157",,,,,,,,,0.0,2018-12-27 11:30:00,-1 days +23:55:00,2018-12-27 11:15:00,-31.3,-5.395,18960.06679999779,61.18860000000001,67.05600000000001,2019.0,2019.0,1.6763999999966472,-44.433156028371755,-6.999822695035689
1438,,,,1/1/19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-01-01 11:40:00,3103.0,3104,C 20190101 C402-1 1140,11:40,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,,,HD550,-57.8,GB720,-9.52,"Box 13, Bag 156",,,,,,,,,0.0,2019-01-01 11:40:00,0 days 00:00:00,2019-01-01 11:40:00,-57.8,-9.52,18973.75739999776,74.87920000000001,80.74660000000002,2019.0,2019.0,13.69059999997262,-46.41193353474534,-7.372900302114925
131,3126.0,3127,A 20190106 A402-2 1150,1/6/19,11:50,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,,,HD550,-61.1,GB720,-9.85,"Box 13, Bag 157",,,,,,,,,0.0,2019-01-06 11:50:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-01-06 11:50:00,0 days 00:00:00,2019-01-06 11:50:00,-61.1,-9.85,19094.45819999773,195.58,201.44740000000002,2019.0,2019.0,120.7007999999696,-54.72811271298162,-8.775399737877798
119,3108.0,3109,A 20190107 A403-2 1250,1/7/19,12:50,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,,,HD550,-116.4,GB720,-15.97,"Box 13, Bag 156",,,,,,,,,0.0,2019-01-07 12:50:00,3120.0,3121,C 20190107 C403-1 1300,13:00,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,,,HD550,-99.6,GB720,-14.06,"Box 13, Bag 157",,,,,,,,,0.0,2019-01-07 13:00:00,-1 days +23:55:00,2019-01-07 12:45:00,-108.0,-15.015,19104.51659999771,205.63840000000002,211.50580000000002,2019.0,2019.0,10.058399999979883,-57.12834793492241,-9.056533166458737
116,3100.0,3101,A 20190110 A404-2 1120,1/10/19,11:20,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,,,HD550,-33.4,GB720,-6.25,"Box 13, Bag 156",,,,,,,,,0.0,2019-01-10 11:20:00,3127.0,3128,C 20190110 C404-2 1130,11:30,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,,,HD550,-31.1,GB720,-6.19,"Box 13, Bag 157",,,,,,,,,0.0,2019-01-10 11:30:00,-1 days +23:55:00,2019-01-10 11:15:00,-32.25,-6.220000000000001,19172.969599997676,274.0914,279.95880000000005,2019.0,2019.0,68.45299999996496,-51.29003831417706,-8.39087164750985
148,3316.0,3317,A 20190115 A405-2 1620,1/15/19,16:20,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,,,HD553,-71.2,GB723,-9.47,"Box 14, Bag 159",,,,,,,,,0.0,2019-01-15 16:20:00,3318.0,3319,C 20190115 C405-2 1630,16:30,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,,,HD553,-77.8,GB723,-10.38,"Box 14, Bag 159",,,,,,,,,0.0,2019-01-15 16:30:00,-1 days +23:55:00,2019-01-15 16:15:00,-74.5,-9.925,19185.54259999765,286.66440000000006,292.53180000000003,2019.0,2019.0,12.572999999974854,-52.24912764003647,-8.454265381083756
144,3312.0,3313,A 20190117 A406-1 0830,1/17/19,8:30,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,,,HD553,-73.4,GB723,-9.91,"Box 14, Bag 159",,,,,,,,,0.0,2019-01-17 08:30:00,3308.0,3309,C 20190117 C406-1 0840,8:40,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,,,HD553,-71.0,GB723,-10.15,"Box 14, Bag 159",,,,,,,,,0.0,2019-01-17 08:40:00,-1 days +23:55:00,2019-01-17 08:25:00,-72.2,-10.030000000000001,19269.64199999761,370.76380000000006,376.63120000000004,2019.0,2019.0,84.09939999995913,-56.56942446043289,-8.795485611511056
142,3307.0,3308,A 20190120 A407-1 1010,1/20/19,10:10,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,,,HD553,-28.4,GB723,-5.61,"Box 14, Bag 159",,,,,,,,,0.0,2019-01-20 10:10:00,3311.0,3312,C 20190120 C407-1 1020,10:20,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,,,HD553,-24.3,GB723,-5.21,"Box 14, Bag 159",,,,,,,,,0.0,2019-01-20 10:20:00,-1 days +23:55:00,2019-01-20 10:05:00,-26.35,-5.41,19337.815599997473,438.9374000000001,444.80480000000006,2019.0,2019.0,68.17359999986365,-52.05685434517083,-8.289941860465849
146,3314.0,3315,A 20190121 A408-2 1115,1/21/19,11:15,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,,,HD553,-72.3,GB723,-10.08,"Box 14, Bag 159",,,,,,,,,0.0,2019-01-21 11:15:00,3305.0,3306,C 20190121 C408-1 1125,11:25,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,,,HD553,-71.3,GB723,-10.96,"Box 14, Bag 159",,,,,,,,,0.0,2019-01-21 11:25:00,-1 days +23:55:00,2019-01-21 11:10:00,-71.8,-10.52,19357.373599997434,458.4954000000001,464.36280000000005,2019.0,2019.0,19.557999999960884,-52.86789906103744,-8.381552230047562
145,3313.0,3314,A 20190207 A409-1 1330,2/7/19,13:30,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,,,HD553,-78.9,GB723,-11.47,"Box 14, Bag 159",,,,,,,,,0.0,2019-02-07 13:30:00,3306.0,3307,C 20190207 C409-2 1340,13:40,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,,,HD553,-79.2,GB723,-11.56,"Box 14, Bag 159",,,,,,,,,0.0,2019-02-07 13:40:00,-1 days +23:55:00,2019-02-07 13:25:00,-79.05000000000001,-11.515,19442.869999997332,543.9918,549.8592000000001,2019.0,2019.0,85.49639999989813,-56.8538308457745,-8.858584577114886
143,3309.0,3310,A A20190210 A410-1 1230 (snow),2/10/19,12:30,Angelo Reserve,Angelo Meadow,Water,Snow,,,,,,,,,,,,,,,,,,,,HD553,-46.8,GB723,-8.58,"Box 14, Bag 159",,,,,,,,,0.0,2019-02-10 12:30:00,3310.0,3311,C 20190210 C410-1 1240 snow,12:40,Angelo Reserve,Conger Road,Water,Snow,,,,,,,,,,,,,,,,,,,,HD553,-42.9,GB723,-7.73,"Box 14, Bag 159",,,,,,,,,0.0,2019-02-10 12:40:00,-1 days +23:55:00,2019-02-10 12:25:00,-44.849999999999994,-8.155000000000001,19485.33879999725,586.4606000000001,592.3280000000001,2019.0,2019.0,42.4687999999187,-56.00989824237196,-8.809118871415823
155,3330.0,3331,A 20190214 A412-1 1050,2/14/19,10:50,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,,,HD553,-50.7,GB723,-6.54,"Box 15, Bag 183",,,,,,,,,0.0,2019-02-14 10:50:00,3325.0,3326,C 20190214 C411-2 1440,14:40,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,,,HD553,-97.6,GB723,-13.8,"Box 15, Bag 183",,,,,,,,,0.0,2019-02-14 14:40:00,-1 days +22:05:00,2019-02-14 08:55:00,-74.15,-10.17,19628.112199997227,729.234,735.1014000000001,2019.0,2019.0,142.7733999999764,-59.47775907220925,-9.069279835391525
153,3328.0,3329,A 20190215 A413-2 1430 snow,2/15/19,14:30,Angelo Reserve,Angelo Meadow,Water,Snow,,,,,,,,,,,,,,,,,,,,HD553,-44.6,GB723,-8.65,"Box 15, Bag 183",,,,,,,,,0.0,2019-02-15 14:30:00,3333.0,3334,C 20190215 C413-1 1440,14:40,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,,,HD553,-39.5,GB723,-7.58,"Box 15, Bag 183",,,,,,,,,0.0,2019-02-15 14:40:00,-1 days +23:55:00,2019-02-15 14:25:00,-42.05,-8.115,19701.31499999715,802.4368000000001,808.3042000000002,2019.0,2019.0,73.20279999992272,-57.922027257245595,-8.984093696763738
152,3327.0,3328,A 20190217 A414-2 1350 snow,2/17/19,13:50,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,,,HD553,-60.8,GB723,-10.02,"Box 15, Bag 183",,,,,,,,,0.0,2019-02-17 13:50:00,3323.0,3324,C 20190217 C414-1 1400 snow,14:00,Angelo Reserve,Conger Road,Water,Snow,,,,,,,,,,,,,,,,,,,,HD553,-56.2,GB723,-9.25,"Box 15, Bag 183",,,,,,,,,0.0,2019-02-17 14:00:00,-1 days +23:55:00,2019-02-17 13:45:00,-58.5,-9.635,19742.386799997068,843.5086000000001,849.3760000000001,2019.0,2019.0,41.07179999991786,-57.94959441921342,-9.01513951979282
151,3324.0,3325,A 20190226 A415-1 0815,2/26/19,8:15,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,,,HD553,-41.8,GB723,-7.35,"Box 15, Bag 183",,,,,,,,,0.0,2019-02-26 08:15:00,3332.0,3333,C 20190226 C415-2 0825,8:25,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,,,HD553,-40.7,GB723,-7.1,"Box 15, Bag 183",,,,,,,,,0.0,2019-02-26 08:25:00,-1 days +23:55:00,2019-02-26 08:10:00,-41.25,-7.225,19939.643199996983,1040.765,1046.6324000000002,2019.0,2019.0,197.25639999991472,-54.83715681098477,-8.681496832101608
154,3329.0,3330,A 20190227 A415-2 1145,2/27/19,11:45,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,,,HD553,-73.3,GB723,-10.38,"Box 15, Bag 183",,,,,,,,,0.0,2019-02-27 11:45:00,3326.0,3327,C 20190227 A415-1 1155,11:55,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,,,HD553,-77.6,GB723,-10.92,"Box 15, Bag 183",,,,,,,,,0.0,2019-02-27 11:55:00,-1 days +23:55:00,2019-02-27 11:40:00,-75.44999999999999,-10.65,20091.63679999695,1192.7586000000001,1198.6260000000002,2019.0,2019.0,151.99359999996886,-57.42565789474078,-8.928695752539598
147,3315.0,3316,A 20190302 A417-2 1420,3/2/19,14:20,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,,,HD553,-90.8,GB723,-12.36,"Box 14, Bag 159",,,,,,,,,0.0,2019-03-02 14:20:00,3322.0,3323,C 20190302 C417-2 1440,14:40,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,,,HD553,-83.2,GB723,-10.71,"Box 14, Bag 159",,,,,,,,,0.0,2019-03-02 14:40:00,-1 days +23:50:00,2019-03-02 14:10:00,-87.0,-11.535,20116.223999996917,1217.3458,1223.2132000000001,2019.0,2019.0,24.587199999965378,-58.01446832579537,-8.980585972850996
150,3320.0,3321,A 20190303 A418-2 1140,3/3/19,11:40,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,,,HD553,-81.3,GB723,-11.23,"Box 14, Bag 159",,,,,,,,,0.0,2019-03-03 11:40:00,3319.0,3320,C 20190303 C418-2 1150,11:50,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,,,HD553,-81.3,GB723,-11.22,"Box 14, Bag 159",,,,,,,,,0.0,2019-03-03 11:50:00,-1 days +23:55:00,2019-03-03 11:35:00,-81.3,-11.225000000000001,20126.0029999969,1227.1248,1232.9922000000001,2019.0,2019.0,9.77899999998408,-58.19740740741074,-8.998218855219156
149,3317.0,3318,A 20190306 A419-1 1520,3/6/19,15:20,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,,,HD553,-69.0,GB723,-9.89,"Box 14, Bag 159",,,,,,,,,0.0,2019-03-06 15:20:00,3321.0,3322,C 20190306 C419-2 1530,15:30,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,,,HD553,-68.1,GB723,-9.67,"Box 14, Bag 159",,,,,,,,,0.0,2019-03-06 15:30:00,-1 days +23:55:00,2019-03-06 15:15:00,-68.55,-9.780000000000001,20172.66279999686,1273.7846000000002,1279.652,2019.0,2019.0,46.65979999995761,-58.57146257031906,-9.026465815664501
715,7310.0,4720,C20190324 C421-2 1000,3/24/19,10:00,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,IMRS,IMRS,579,-40.5,GB747,-6.47,,,,,,,,,,,2019-03-24 10:00:00,7309.0,4719,C20190324 C421-1 1000,10:00,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,IMRS,IMRS,579,-40.4,GB747,-6.21,,,,,,,,,,,2019-03-24 10:00:00,0 days 00:00:00,2019-03-24 10:00:00,-40.45,-6.34,20267.099999996775,1368.2218000000003,1374.0892000000001,2019.0,2019.0,94.43719999991663,-57.33657258064819,-8.843396169355117
718,7311.0,4721,A20190325 A422-1 1000,3/25/19,10:00,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,IMRS,IMRS,579,-67.3,GB747,-9.82,,,,,,,,,,,2019-03-25 10:00:00,7307.0,4717,C20190325 C422-1 1010,10:10,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,IMRS,IMRS,579,-60.8,GB747,-8.63,,,,,,,,,,,2019-03-25 10:10:00,-1 days +23:55:00,2019-03-25 09:55:00,-64.05,-9.225000000000001,20307.054199996786,1408.1760000000002,1414.0434000000002,2019.0,2019.0,39.95420000001104,-57.52470115618578,-8.854089751127068
730,7323.0,4733,A20190327 A423-1 1600,3/27/19,10:00,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,IMRS,IMRS,579,-49.6,GB747,-7.6,,,,,,,,,,,2019-03-27 10:00:00,7325.0,4735,C20190327 C423-1 1610,16:10,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,IMRS,IMRS,579,-42.0,GB747,-7.09,,,,,,,,,,,2019-03-27 16:10:00,-1 days +20:55:00,2019-03-27 06:55:00,-45.8,-7.345,20332.758999996757,1433.8808000000001,1439.7482000000002,2019.0,2019.0,25.70479999997042,-57.31706448508498,-8.827364773821268
726,7321.0,4731,A20190328 A424-1 1515,3/28/19,15:15,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,IMRS,IMRS,579,-59.3,GB747,-9.6,,,,,,,,,,,2019-03-28 15:15:00,7303.0,4713,C20190328 C424-2 1525,15:25,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,IMRS,IMRS,579,-56.7,GB747,-9.06,,,,,,,,,,,2019-03-28 15:25:00,-1 days +23:55:00,2019-03-28 15:10:00,-58.0,-9.33,20379.41879999674,1480.5406000000003,1486.4080000000001,2019.0,2019.0,46.65979999998308,-57.33833457665359,-8.84301939574814
711,7305.0,4715,A20190329 A425-1 1000,3/29/19,10:00,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,IMRS,IMRS,579,-41.5,GB747,-6.84,,,,,,,,,,,2019-03-29 10:00:00,7319.0,4729,C20190329 C425-1 1010,10:10,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,IMRS,IMRS,579,-38.9,GB747,-6.76,,,,,,,,,,,2019-03-29 10:10:00,-1 days +23:55:00,2019-03-29 09:55:00,-40.2,-6.8,20393.109399996723,1494.2312000000002,1500.0986000000003,2019.0,2019.0,13.690599999983533,-57.18313620403195,-8.824518573276949
738,7331.0,4741,A20190403 A426-1 1100,4/3/19,11:00,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,IMRS,IMRS,579,-36.2,GB747,-5.43,,,,,,,,,,,2019-04-03 11:00:00,7287.0,4697,C20190403 C426-1 1110,11:10,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,IMRS,IMRS,579,-34.1,GB747,-5.21,,,,,,,,,,,2019-04-03 11:10:00,-1 days +23:55:00,2019-04-03 10:55:00,-35.150000000000006,-5.32,20401.770799996706,1502.8926000000001,1508.7600000000002,2019.0,2019.0,8.661399999982677,-57.05762587284412,-8.804555310547904
734,7327.0,4737,A20190405 A427-1 1150,4/5/19,11:50,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,IMRS,IMRS,579,-61.7,GB747,-9.05,,,,,,,,,,,2019-04-05 11:50:00,7329.0,4739,C20190405 C427-1 1200,12:00,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,IMRS,IMRS,579,-57.3,GB747,-8.64,,,,,,,,,,,2019-04-05 12:00:00,-1 days +23:55:00,2019-04-05 11:45:00,-59.5,-8.845,20429.71079999668,1530.8326000000002,1536.7000000000003,2019.0,2019.0,27.939999999973224,-57.10169613858132,-8.805285095633652
742,7333.0,4743,A20190409 A428-1 1400,4/9/19,14:00,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,IMRS,IMRS,579,-18.8,GB747,-3.98,,,,,,,,,,,2019-04-09 14:00:00,7289.0,4699,C20190409 C428-1 1410,14:10,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,IMRS,IMRS,579,-14.8,GB747,-3.76,,,,,,,,,,,2019-04-09 14:10:00,-1 days +23:55:00,2019-04-09 13:55:00,-16.8,-3.87,20523.30979999661,1624.4316000000001,1630.2990000000002,2019.0,2019.0,93.59899999992922,-54.80442402586643,-8.523964607793367
679,7267.0,4677,A20190411 A430-1 1200,4/11/19,12:00,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,IMRS,IMRS,578,-20.5,GB746,-3.74,,,,,,,,,,,2019-04-11 12:00:00,7269.0,4679,C20190411 C430-1 1210,12:10,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,IMRS,IMRS,578,-22.5,GB746,-3.74,,,,,,,,,,,2019-04-11 12:10:00,-1 days +23:55:00,2019-04-11 11:55:00,-21.5,-3.74,20523.30979999661,1624.4316000000001,1630.2990000000002,2019.0,2019.0,0.0,-54.80442402586643,-8.523964607793367
683,7273.0,4683,A20190416 A429-1 1200,4/16/19,12:00,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,IMRS,IMRS,578,-22.9,GB746,-3.77,,,,,,,,,,,2019-04-16 12:00:00,7271.0,4681,C20190416 C429-1 1210,12:10,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,IMRS,IMRS,578,-19.3,GB746,-3.85,,,,,,,,,,,2019-04-16 12:10:00,-1 days +23:55:00,2019-04-16 11:55:00,-21.1,-3.81,20539.51499999659,1640.6368000000002,1646.5042000000003,2019.0,2019.0,16.205199999982142,-54.47504633530203,-8.477897219882342
722,7315.0,4725,A2019042 A420-1 1450,4/21/19,14:50,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,IMRS,IMRS,579,-81.9,GB747,-11.48,,,,,,,,,,,2019-04-21 14:50:00,7317.0,4727,C20190421 C420-1 1500,15:00,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,IMRS,IMRS,579,-81.8,GB747,-11.63,,,,,,,,,,,2019-04-21 15:00:00,-1 days +23:55:00,2019-04-21 14:45:00,-81.85,-11.555,20539.51499999659,1640.6368000000002,1646.5042000000003,2019.0,2019.0,0.0,-54.47504633530203,-8.47789721988234
703,7291.0,4701,A20190516 A431-1 1500,5/16/19,15:00,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,IMRS,IMRS,579,-111.1,GB747,-14.77,,,,,,,,,,,2019-05-16 15:00:00,7293.0,4703,C20190516 C431-1 1510,15:10,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,IMRS,IMRS,579,-117.4,GB747,-15.26,,,,,,,,,,,2019-05-16 15:10:00,-1 days +23:55:00,2019-05-16 14:55:00,-114.25,-15.015,20682.008999996564,1783.1308000000001,1788.9982000000002,2019.0,2019.0,142.4939999999733,-59.205104732356084,-8.995185415050985
707,7299.0,4709,A20190517 A432-1 1550,5/17/19,15:50,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,IMRS,IMRS,579,-67.2,GB747,-9.09,,,,,,,,,,,2019-05-17 15:50:00,7301.0,4711,C20190517 C432-1 1600,16:00,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,IMRS,IMRS,579,-66.0,GB747,-8.91,,,,,,,,,,,2019-05-17 16:00:00,-1 days +23:55:00,2019-05-17 15:45:00,-66.6,-9.0,20720.845599996555,1821.9674000000002,1827.8348000000003,2019.0,2019.0,38.83659999999145,-59.36122417983528,-8.995287059538821
699,7285.0,4695,A20190518 A432-1 1320,5/18/19,13:20,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,IMRS,IMRS,578,-87.4,GB746,-11.93,,,,,,,,,,,2019-05-18 13:20:00,7295.0,4705,C20190518 C433-1 1340,13:40,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,IMRS,IMRS,579,-81.0,GB747,-11.23,,,,,,,,,,,2019-05-18 13:40:00,-1 days +23:50:00,2019-05-18 13:10:00,-84.2,-11.58,20740.124199996546,1841.2460000000003,1847.1134000000002,2019.0,2019.0,19.278599999990547,-59.618833608903635,-9.02209379227471
691,7281.0,4691,A20190522 A434-1 1240,5/22/19,12:40,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,IMRS,IMRS,578,-38.2,GB746,-5.75,,,,,,,,,,,2019-05-22 12:40:00,7275.0,4685,C20190522 C434-1 1230,12:30,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,IMRS,IMRS,578,-35.0,GB746,-5.47,,,,,,,,,,,2019-05-22 12:30:00,0 days 00:05:00,2019-05-22 12:45:00,-36.6,-5.609999999999999,20834.002599996475,1935.1244000000002,1940.9918000000002,2019.0,2019.0,93.87839999992866,-58.512190585210476,-8.858055515811085
